"name","boat_type","length","double_cabins","wc"
"Ocyrhoe",1,12.43,3,2
"no name 10",1,16.70,6,3
"Deviaty",1,13.52,4,2
"Dream 6",4,10.80,2,1
"Angelina",4,10.55,2,1
"Junior",1,14.15,4,2
"Lullaby",1,14.15,4,3
"Moorings 51.4 - Club",,15.24,4,5
"Moorings 514PC-Crewed",2,15.24,4,5
"PANTA REI",1,12.99,3,2
"YAKIRA",2,13.30,4,4
"POURQUOI PAS",1,11.47,3,1
"DORA IV",2,12.50,4,4
"Stella SJ",4,10.74,2,1
"Anna",2,13.96,3,4
"ARCH I-I",4,6.55,1,1
"Kabuki",2,11.98,4,4
"CRATES",2,13.60,4,4
"Nemertes",1,14.51,3,2
"ath42ds03",1,12.93,2,2
"SELINI",1,9.63,2,1
"Strappo",1,14.15,4,4
"FEMME FATALE",1,11.47,3,1
"Moorings 50.5 - Club",1,15.24,5,5
"DIDEROT",2,11.93,4,4
"Selma",1,13.10,4,2
"Moorings 51.4 - Exclusive",1,15.24,4,5
"no name8",1,16.70,4,3
"no name I",2,13.96,4,4
"Kind of Magic",1,15.20,5,4
"Kalos",1,15.75,4,3
"Alboran XXXIII Chachi",1,12.20,3,2
"KaKa KaCha",1,17.78,4,4
"Anna",1,13.10,3,2
"no name 9",1,16.70,6,3
"ALHAMBRA",1,13.52,4,2
"MH 5",1,14.40,4,2
"STRAWBERRY III",1,15.80,5,5
"PASMAN",2,12.00,4,2
"Sundowner",2,12.95,6,4
"SUN ODYSSEY 44i",1,11.45,4,2
"KALA NAG",1,11.99,3,1
"KANDINSKY",1,13.75,3,2
"Don Quijote",1,13.09,4,3
"Cetus",1,11.23,3,2
"Valhalla Crew",1,13.95,3,2
"Chablies",1,16.75,5,4
"Roxy",1,9.99,2,1
"Disa",1,14.63,4,2
"VANCOUVER",2,13.96,4,4
"KALIMERA",1,13.99,4,2
"KAT EL MAR",2,13.96,4,4
"KAPETAN KUKA",1,32.00,4,14
"Passionaut",1,14.60,3,2
"SheShe",1,10.34,3,1
"ARLANDA",2,12.20,3,2
"SOTA LANZAROTE",1,13.34,3,2
"Dani",1,13.40,4,2
"Pondicherry",1,8.70,2,1
"Antares",1,13.21,4,2
"Cult",4,13.30,2,1
"Napulee'",1,15.62,4,4
"Zweigelt",1,11.72,3,1
"BC37",1,11.20,3,1
"Bingo",1,15.20,4,2
"Theodosios",1,11.97,3,2
"Free Seas I",2,12.61,4,4
"XENOCRATES",1,12.38,3,2
"PATRIZIA",1,12.35,3,2
"Adonis 2",2,13.61,4,4
"Peppina",1,12.19,3,2
"ZONOMA",1,15.85,4,5
"LYSISTRATE",1,15.59,3,3
"ANTE",1,11.99,3,2
"BL",1,13.10,4,2
"KARINA V",2,11.93,6,4
"Sunsail 41/3/2 Premier",1,12.19,3,2
"XPRESSO",2,15.74,4,5
"Diva Deniz",3,29.00,4,6
"KONSTANTINOS II",1,11.82,3,2
"Paulina",1,12.10,3,2
"SUN",1,11.23,3,2
"Karisma",2,13.61,4,4
"No Name R4-1",1,12.35,3,2
"Daddy's Hobby",2,17.07,4,5
"Helena Zara",4,13.95,3,2
"Moorings 50.5 - Club",1,15.24,5,5
"ANTIGONE",1,12.35,3,2
"KATA",1,10.45,2,1
"KURO SIWO",1,12.50,3,2
"Moorings 514PC-Crewed",2,15.24,4,5
"Pegasus",1,10.00,2,1
"Penelope",2,11.98,4,4
"Stribog",1,12.35,3,2
"GREBEN",1,13.05,3,2
"HELENE",1,20.73,3,3
"PERLA",1,7.05,7,7
"MH 61",1,12.35,3,2
"Moorings 514PC-Club",2,15.24,4,5
"NN",1,11.90,3,2
"Sude Deniz",3,24.80,5,7
"Sunsail 454/4/4 Prem Plus",,13.41,4,4
"Sunshine",4,20.90,3,3
"DANUBE",2,15.70,4,4
"Franziska",4,9.90,1,1
"Helia II",2,13.96,4,4
"Dalika",1,13.52,3,2
"Firenze",1,11.47,3,1
"MH 66",1,12.35,3,2
"Perse",1,13.25,4,2
"Quing Dao",1,15.60,5,3
"Moorings 514PC-Excl",2,15.24,4,5
"SIFNOS 43.3",1,13.10,4,2
"MRIYA",2,15.54,4,5
"Dama 1",1,13.15,3,2
"Perseas",1,15.40,5,3
"Perseus",4,13.40,4,4
"Sarita",1,10.34,3,1
"Vandalay Crew",1,16.25,5,5
"MAGIC BUS",2,11.50,4,2
"Perseus",1,11.20,3,1
"ZEPHYR",1,14.05,4,4
"Moorings 514PC-Excl Plus",2,15.24,4,5
"Dans",1,13.25,4,2
"Petra25",1,13.85,4,2
"BOWIE",2,15.84,5,6
"Da Vinci",2,13.10,4,4
"SULACO",1,14.15,4,4
"Armonia",1,13.00,4,2
"Moorings 514PC-Excl",2,15.24,4,5
"Faethon",1,14.27,4,3
"Summerdance",1,9.99,2,1
"SUMMERTIME",2,12.00,4,4
"Dora Deniz",3,18.50,3,3
"Sunsail 44i/3/3",1,13.41,3,3
"Sunsail 44i/3/3",1,13.41,3,3
"Sunsail 454/4/4 Prem Plus",,13.41,4,4
"MADAME (owner version)",1,13.34,3,2
"SUMMER BREEZ",2,15.82,5,5
"Mana  ( New sails 2014, New Bimini and Sprayhood 2015)",1,13.40,3,2
"DARE",1,25.00,2,11
"Senza Limiti",1,13.65,4,2
"Gemini",1,10.45,2,1
"SERSE",2,13.96,4,4
"KOS 54.1",1,16.16,5,4
"Macawi",2,11.98,4,4
"Hercules",1,12.13,3,2
"Northern Breeze",2,13.96,4,4
"SUNDOWNER (Helia)",2,13.41,4,4
"Septima Vector",1,13.60,3,2
"KRISTINA II",1,15.62,4,3
"Zmorac",1,9.25,2,1
"Sonja",1,12.00,3,1
"Aida",1,13.65,4,2
"Day Dreamer",4,14.55,3,3
"Madeleine",1,16.06,5,3
"Skippy",1,10.71,2,1
"ath4310",1,13.21,3,2
"Sun Kissed",2,11.40,4,2
"DEEDEE & ZEUS",1,14.42,2,2
"Maeva",1,13.00,3,2
"MARE AUSTRALIS",4,10.44,2,1
"Occam's Razor",2,12.95,3,3
"Mighty M",1,11.25,3,1
"Shooting star",1,20.05,4,5
"Polaris",1,10.45,2,1
"PERVAL DOS",1,11.37,2,1
"Alissa",1,15.60,4,3
"Bianca",1,10.30,2,1
"so 39 i",1,11.86,3,1
"Anastasia",1,13.72,4,2
"Elica II",1,11.55,3,1
"MAJA V",2,12.00,4,4
"Sunsail 33i",1,10.06,2,1
"Aiolos",1,11.10,2,1
"Sunsail 36i/3/1",1,10.97,3,1
"Shubunkin",1,12.15,3,2
"Cape Cod 51",1,12.46,3,1
"Maja",2,11.99,4,2
"Delicia",2,13.96,4,4
"PHEROUSA",1,14.60,4,3
"Sunsail 44i/3/3",1,13.41,3,3
"Ana",4,8.80,2,1
"Andioa",2,12.50,4,3
"ARTEMIDE",1,13.52,4,2
"Delmat",1,12.13,3,1
"Andante",1,15.10,4,2
"Maja of Sweden",1,14.27,4,3
"Dominique",1,14.40,4,2
"Sunsail 404 - Premier",2,12.19,4,2
"Talika",1,14.27,4,3
"Taranis",1,15.43,5,3
"Atalanta (S)",3,26.00,7,7
"Denizim",2,9.99,4,4
"Maisha",2,11.97,4,4
"Maddalena",1,13.26,4,2
"Talia",1,13.45,3,2
"Occam's Razor Crew",2,12.95,3,3
"Alda",4,20.30,3,3
"OCEAN KING II",2,12.00,3,3
"DIMITRA",2,12.80,4,4
"Sunsail 51/4/4 Prem Plus",1,15.24,4,4
"Sunsail 53",1,16.15,5,4
"VOYAGE 480 008",2,14.63,4,4
"Pherusa II",1,16.06,3,3
"Majka",1,13.65,4,2
"Katja I",1,14.60,4,3
"Sunshine",2,13.96,6,4
"PEGASE",1,11.19,3,1
"DON GATO",2,10.05,2,1
"Safranek",1,11.98,3,2
"SUNSHINE REGGAE- skipper included",2,14.98,6,6
"ELECTRA",1,12.35,3,2
"BIG-OR-NO",1,8.88,2,1
"Anastasia III",1,12.38,3,2
"Hildr",1,14.27,4,3
"Zammu'",1,15.00,4,4
"KAZKA",1,17.15,5,4
"Stardust",2,11.50,4,2
"Black Bird",1,9.14,1,1
"MS Victoria",4,13.50,3,2
"PHILOCTETES",1,15.59,3,3
"Scorpio",1,10.85,2,1
"Supachot",2,11.98,4,4
"ZARA",1,10.45,2,1
"Elif",1,9.60,2,1
"Moorings 514PC-Excl",2,15.24,4,5
"OCEANOS",2,14.30,4,4
"Aqua",4,7.00,0,1
"KEKE",1,13.34,3,2
"Sunday",2,12.61,4,5
"Vasilisa",2,11.98,4,4
"Verdi",1,16.72,5,3
"Gipsy",1,14.40,3,2
"Margeo XI",2,13.96,6,4
"Philoxene",1,12.35,3,1
"Sundayou",1,12.13,3,1
"Survana",1,11.55,3,1
"Margeo XII",2,13.96,6,4
"Byron",1,9.66,2,1
"Elina",2,11.98,4,4
"Lady Marith",4,9.00,1,1
"Alboran Whisky",1,13.26,3,2
"Majvej",1,13.34,3,2
"Vessy",1,12.35,3,2
"Principessa dei Draghi",2,13.25,4,4
"Sideral",1,17.00,2,3
"Sunsail 33i",1,10.06,2,1
"Ho'okipa",2,13.96,4,4
"ZOLA",1,15.88,3,3
"Margeo VI",2,14.30,6,4
"SUSAK",1,12.10,4,2
"HOMEOFFICE",1,10.30,2,1
"Mirage",1,14.05,4,4
"Oceanus",1,15.10,3,2
"Sequoia",1,13.75,3,3
"Kermotu",2,13.30,4,4
"Malin",1,13.34,3,2
"VIANS",2,11.98,4,4
"Zambak",1,10.66,2,1
"Midnight 1",1,13.85,4,2
"Callide",1,13.40,4,2
"No 10",1,16.75,5,4
"Porer",1,11.47,3,1
"ELIZABETH",1,15.10,4,4
"Allure",4,12.71,2,1
"BLACK PEARL",1,12.35,3,2
"DŠ",1,15.20,5,2
"TanGreTo",1,13.34,3,2
"El Cilantro",1,11.95,3,2
"Alexander the Great",1,16.10,4,5
"Ian",1,10.30,3,1
"Nefeli",1,12.99,3,2
"GOLD ONE ** crewed - with skipper",1,14.60,3,2
"Penguin",1,9.66,2,1
"IDASSA",1,12.00,3,1
"Mammamia",1,12.90,3,3
"Tango",1,13.65,4,2
"Cancun Freestyle 37 11am - 3pm",2,11.28,1,1
"Alegria III",1,13.52,4,2
"CALA MICA",4,12.00,2,1
"Alexandros",1,17.01,4,4
"Euphoria",1,13.65,3,2
"SANTA MARIA",1,12.00,3,2
"Phedra",1,14.40,4,2
"Kerkyra",1,12.38,3,2
"ADVENTURE",1,14.06,4,2
"Bravo Kiss",1,11.75,3,1
"Samara",1,13.09,4,2
"Maitreya",1,13.34,3,2
"Moorings 51.4 - Exclusive",1,15.24,4,5
"Moorings 394PC-Excl",2,11.89,4,2
"ath4503",1,14.15,4,2
"Alis",2,17.07,4,5
"Odysseus",1,14.05,4,4
"STAR FABIAN",1,12.35,3,2
"Moorings 514PC-Excl Plus",2,15.24,4,5
"Vencera",1,13.65,4,2
"Moorings 514PC-Excl Plus",2,15.24,4,5
"Pytagore II",1,11.19,3,1
"Anassa",2,18.28,4,5
"Sir Henry",4,9.99,1,1
"Ziva",1,13.85,4,2
"Moorings 5800 - Club",,17.68,5,5
"Zri - BT",1,13.52,4,2
"Gratia",2,11.55,5,2
"OFFICE",1,11.40,3,1
"Maravillosa",1,16.20,4,4
"Sunsail 41/3/2",1,12.19,3,2
"Grey Pearl",1,11.25,3,1
"Vicki",2,12.00,4,4
"Grace",1,13.25,4,2
"ath51902",1,15.75,4,3
"Sunsail 47/4/4 Prem",1,14.33,4,4
"VELIKA LUKA",1,11.40,3,1
"ZEN",2,13.96,4,4
"STAR PRINCESS",1,17.38,4,3
"OLESYA",2,13.61,4,4
"CAYMAN I",2,12.37,4,4
"Amorgos",1,10.30,2,1
"Mambo",1,16.70,4,3
"Iro",1,12.99,3,2
"Santa Cruz Blues",2,12.98,4,4
"POLARIS",2,12.00,4,4
"Oluja",1,12.46,3,1
"PHIRICA",1,13.34,3,2
"B´elli",1,10.98,2,1
"Athena",1,14.05,4,4
"NUMEROSIS - 2007",1,11.86,3,1
"Sea King",1,13.40,3,2
"Marcella",1,15.62,4,4
"Victoria",4,20.40,3,4
"IMAYA",1,12.35,3,2
"Soprano",1,11.48,3,1
"Victoria",2,12.00,4,4
"Margeo IX",1,15.59,5,3
"Margeo VII",2,12.00,4,4
"Duga",1,13.45,3,2
"AQUATOPIA",2,18.90,6,6
"INCOMMUNICADO",2,13.96,4,4
"Olympia",1,13.65,4,2
"Sealord",1,14.98,4,4
"SUNRISE II",1,14.27,4,2
"CELAVIE",2,13.30,4,4
"MATIRA",2,17.00,4,4
"Zion",2,15.84,4,4
"CICERON",2,11.74,4,2
"ALLENDE",2,13.30,4,4
"Aotoa",1,13.99,4,2
"Zoe",1,12.35,3,2
"Onda Calor",1,11.30,3,1
"LA GAFFE",1,8.20,3,1
"Tranquilla",1,10.55,3,1
"Appassionata",1,10.30,3,1
"Joy",4,8.30,2,1
"Vega",2,17.81,6,0
"ARCTIC QUEEN",2,17.07,4,5
"Stavroulaki II",1,14.05,4,4
"ELISA-08",2,17.60,5,4
"Pimpinella",1,14.27,4,3
"Sveta",2,11.50,4,2
"Dreamland",1,11.82,3,2
"Red Kiss",1,12.76,3,2
"ZOE",1,14.27,4,2
"VERDI",1,14.05,4,4
"PINA COLADA 46",1,13.99,4,2
"RAIATEA Crew",2,13.60,4,3
"B46-2",1,14.27,4,3
"RAYVES",2,11.98,4,4
"DIAS",1,11.90,3,2
"GS1",2,12.80,4,4
"Kia Ora",2,12.61,4,4
"SILBA",1,11.20,3,1
"ANDROS",1,12.38,3,2
"Chrysanthi",1,14.40,3,2
"Inna",2,11.50,4,2
"BAVARIA Cruiser 51 New ( WP5)",1,15.59,5,3
"Blue Star II",1,13.10,4,2
"Kia Ora",1,14.85,4,4
"Teranga",1,11.40,3,1
"Diva",1,13.10,4,2
"LEVANT",1,13.05,4,2
"Elvira",2,13.96,4,4
"Pixel",1,16.70,6,3
"IRO",1,11.77,3,2
"Sofia+BowThruster",1,13.05,4,2
"Victoria of Sweden",1,13.34,4,2
"Vivanita",1,15.07,4,3
"Anemos",1,11.73,3,1
"Moorings 5800 Crewed",,17.68,5,5
"Arestui",1,12.15,3,2
"Pearl",2,11.60,4,2
"Pasok",1,12.00,3,2
"Zenith Forever",1,15.07,4,4
"Anastasia",1,14.40,4,2
"Simply Gifted",1,12.10,3,2
"Animo",1,12.14,3,2
"Eva",2,13.96,4,4
"Kojenplatz 1",2,12.50,1,1
"Moorings Crewed 4600",2,14.12,4,5
"SIMPLY THE BEST",2,13.96,6,4
"Papillon",2,13.96,4,4
"Paula & Hana",2,13.96,6,4
"7 à 7",1,12.35,3,2
"DREAM RAIATEA",2,18.90,6,6
"Kilkenny Kats",2,14.30,4,4
"Tassis",2,11.00,4,2
"VIENNA",2,13.96,4,4
"Kyvernitis",1,13.95,3,2
"Blue Angel",1,16.16,5,4
"Satu Mer",1,12.46,2,2
"Second Star",2,12.98,3,3
"MELANIE",1,13.65,4,2
"Hellena",4,10.80,2,2
"KINGA V",2,11.98,4,4
"Stella",1,11.67,3,1
"ENNEA (owner version)",2,13.61,3,4
"Calma",1,10.34,2,1
"Blue Butterfly",2,11.59,3,2
"ERASMUS",1,14.15,4,4
"Fin & Tonic",2,13.72,4,4
"SINATRA",2,13.10,4,4
"Allo",4,9.90,2,2
"El Greco",1,11.10,3,1
"Sunsail 47/4/4 Prem Plus",1,14.33,4,4
"SMART SPIRIT",3,28.00,4,3
"Arguin",2,11.40,4,2
"Hera II",1,14.07,3,2
"KINGDOM OF HEAVEN",1,13.45,3,2
"Placebo",1,13.45,4,2
"DUFOUR 412 SWEDEN",1,12.35,3,2
"Alice",1,15.60,5,4
"Sunsail 41/3/2",1,12.19,3,2
"PLOTIN",2,12.20,4,4
"nessun nome",1,12.76,3,2
"Ericussa",2,11.90,4,3
"VIENTO DE POPA",1,11.00,3,1
"RED BULL",4,11.95,2,2
"XO",1,8.70,2,2
"Ana",1,10.75,3,1
"Podatok",4,13.50,2,2
"Buffo",4,9.60,2,1
"Sirenusa",4,7.50,0,1
"Allure A",4,0.00,1,1
"INVICTUS",1,14.60,4,3
"TIGER CAT",1,13.55,3,2
"MARGUERITE",1,15.07,4,4
"VIKO",1,9.27,2,1
"Sirius",1,13.85,4,2
"Pomerol",1,15.57,5,3
"Second Wind",2,12.80,4,4
"Irene",1,14.05,4,4
"NEVER SAY NEVER",2,12.00,6,4
"Zuccarella",1,15.40,5,3
"ath43901",1,13.34,3,2
"November",1,10.60,3,1
"Footprints",2,11.98,4,4
"Iris",1,11.59,2,2
"Moorings 4800 - Excl Plus",2,14.63,4,4
"Moorings 50.5 - Club",1,15.24,5,5
"Iris I",1,14.40,4,3
"Moorings 514PC-Excl",2,15.24,4,5
"King Lewis",2,13.96,4,4
"Moorings 4800 - Club",2,14.63,4,4
"Marina",2,13.96,4,4
"Sama",2,13.30,3,3
"Amazon Solo",3,30.49,6,6
"Corsica Cat",2,11.97,4,2
"Moorings 4800 - Excl Plus",2,14.63,4,4
"Angelina II",2,11.98,4,4
"Ariel",2,13.96,4,4
"Stefani I",1,13.65,4,2
"ath33i02",1,9.96,2,1
"Tiburón",1,12.35,3,2
"Joy",1,10.66,3,1
"Anatoli",1,17.15,6,4
"Party Hardy",1,13.65,4,2
"Viktoria",1,11.10,3,1
"Dufour 450 - 3 cab - 2013",1,13.50,3,2
"MARINA",1,11.32,3,1
"ANDERSEN",1,11.67,3,1
"Bonnie",1,13.95,3,2
"Jubilo",1,13.05,4,2
"REN",1,13.21,4,2
"Virgo",1,10.85,2,1
"Echo",1,13.95,4,2
"Perseus",1,15.95,2,4
"Viktoria",2,13.61,4,4
"Vivacity",1,10.80,3,1
"Aries",4,11.10,2,2
"Marci",2,15.24,4,4
"Sirius I - 06",1,14.40,4,2
"Oceanis 38",1,11.25,3,2
"PANORAMA",1,10.66,3,1
"Portals Vells",2,12.98,4,4
"Vila",1,15.07,4,4
"Sento",4,9.75,2,2
"Maupiti",1,13.95,3,2
"VS/ EuroClassic 129",5,12.00,2,2
"B46-1",1,13.99,4,3
"GARDELIN",1,32.00,7,7
"Latitud 4",1,13.05,4,2
"Namenlos",1,15.62,4,3
"Secret life - BT",1,13.50,3,2
"Pearl",4,12.92,2,1
"Alte Veste",4,18.32,4,3
"POUSSIN",1,14.05,4,4
"Scapa",4,17.88,3,2
"Restless L",2,12.00,4,4
"B39-1",1,11.99,3,2
"Dahabiya Dream",1,40.00,2,6
"Still Time",1,13.14,3,3
"Marine Venus",2,14.50,4,5
"AiolosTzortzis",1,15.40,3,3
"Sunsail 444 - Premier",2,13.41,4,4
"Hope",1,16.06,4,3
"K4A",1,17.38,3,3
"ANA",1,12.13,3,1
"Ekavi",1,15.60,5,3
"STRAUSS",1,13.65,4,2
"MARK V",2,13.96,6,4
"MH 30",1,12.35,3,2
"Pilar",1,13.05,4,2
"Stella",1,13.85,3,2
"nn",1,13.85,4,2
"ARIZONA",1,9.99,3,1
"B34-1",1,9.99,3,1
"Cyclades 50.4",1,15.54,5,5
"Adriana",1,13.90,4,2
"PALILU",2,13.30,4,4
"Prewi",4,22.00,4,3
"Vivace",1,16.72,4,3
"Mondo cane",4,21.73,4,4
"***New",1,15.20,6,2
"NN",1,13.20,3,0
"Timeless",1,15.20,5,2
"Primo",1,13.25,4,2
"Selene",1,16.70,5,4
"Saga",1,14.40,4,3
"Princess Aphrodite",2,14.98,6,6
"Selina",1,11.95,3,2
"Vlada",2,11.98,4,4
"Monika",2,11.50,4,2
"Warrior",1,12.38,3,2
"White Sand",2,11.40,4,2
"Pasko",1,15.80,5,5
"PASSION",1,12.00,3,1
"Esperanza",2,15.84,4,5
"Lavezzi 40",2,11.90,4,2
"Anita",4,11.40,2,2
"CAPTAIN SPIDER",1,15.38,5,3
"Snupco",1,9.76,2,1
"Tosca",1,12.15,3,2
"KANENAS",1,12.20,3,2
"ESTELLE",1,14.51,4,2
"Aludra",1,13.99,4,3
"PARVATA",1,11.48,3,1
"PELIAS",1,11.99,3,1
"NAUTILUS",3,31.00,7,7
"PROMETHEUS",1,16.75,4,4
"Cacao Filip",1,11.10,3,1
"4ever",4,21.34,3,3
"Baguette",1,13.50,4,3
"Carmen",1,9.60,2,1
"Cucuncio (SXM)",2,12.80,4,4
"NEW Bavaria 34",1,9.99,3,1
"EVER GLORIOUS",2,13.60,3,3
"MONET",1,15.88,3,3
"Foxtrot",1,13.65,4,2
"Kalista",1,11.40,3,1
"PUCCINI",1,15.20,4,3
"Renaissance",1,14.27,4,3
"HEIJO",1,10.40,3,1
"Rock Point",1,15.38,4,3
"Rosalu'",1,22.00,0,2
"Eika",1,13.65,4,2
"Armonia",2,11.98,4,4
"Klara",2,11.98,4,4
"Emerald Seas",2,11.97,4,4
"EVOLUTION",2,12.80,4,4
"Sundance",2,13.62,4,5
"2005",4,13.21,2,2
"Ronik",1,15.39,4,4
"VS/ EuroClassic 139",5,13.90,3,3
"EWOO",1,14.27,4,3
"Punta I",4,13.98,2,2
"s.y Bella Nova",1,11.72,3,2
"Aral",1,13.09,4,3
"Sochi 2014",1,17.20,3,3
"Eagle",1,13.25,3,2
"New Lagoon 400 S2 Paros & Mykonos  (2016)",2,12.30,4,4
"Koinonia",1,13.34,4,2
"Annie",2,13.61,6,4
"Romana",1,15.40,3,3
"Fortuna",3,26.00,7,7
"Aqua Kiss",1,15.38,4,3
"Falkor",1,12.15,3,2
"Sofia",2,13.96,4,4
"Blue I",2,14.30,4,4
"Butterfly",2,13.60,4,4
"Aurora",1,13.90,4,2
"Blue Horizon",1,14.73,4,4
"Pura Vida",2,11.99,4,2
"Regina Maris",1,11.48,3,1
"Sunsail 36i/3/1",1,10.97,3,1
"Aida",1,12.29,3,2
"HELIA 44 - BESASE",2,13.30,3,3
"Elena",1,13.45,3,2
"Maristella",1,10.75,3,1
"AQUA SANA",2,14.30,4,4
"Paris",1,11.90,5,3
"Sonja II",1,13.70,4,2
"Lady Angela",4,13.20,2,1
"Pinot",1,13.95,4,2
"Prosecco",1,14.27,4,3
"Korina",1,14.99,5,3
"Alterego",1,14.40,4,2
"Puro",4,19.06,4,3
"Kos 53.1",1,16.06,5,4
"ARCHIMEDES",1,14.05,4,4
"Balou",1,12.99,3,2
"Sunsail 33i",1,10.06,2,1
"Mariner",1,15.39,5,4
"CAIPIRINHA 43",1,13.99,4,2
"Toshiuga",2,12.61,4,5
"STELLINA II",1,12.34,3,1
"Free Spirit+BowThruster",1,13.95,4,3
"Easy",1,9.99,2,2
"Agathos",1,13.65,4,2
"MAR MAR",2,13.96,4,4
"LADY ONE",1,9.99,3,1
"Sol",1,13.40,3,2
"Mauticat",2,14.00,4,4
"Mango VI",2,13.30,6,4
"Solaia",1,12.17,3,2
"Assol",2,13.96,4,4
"Asia",1,13.76,4,3
"Caju Amigo",1,14.27,4,2
"Ena",1,9.96,2,1
"ELEKTRA",1,11.99,3,2
"Sunshine",4,6.48,0,1
"ath36i03",1,10.97,3,1
"Saba 50",2,14.98,6,6
"no name II",2,13.96,4,4
"Asteria",1,10.75,3,1
"Seafree",4,21.74,4,3
"Moorings 514PC-Excl Plus",2,15.24,4,5
"Sunsail 38/2/1 Premier",1,11.58,2,1
"ONDINE II",2,0.00,4,1
"ROSA",1,12.35,3,2
"RUSALKA",1,11.25,3,1
"SONYMAR",2,15.54,4,5
"VS/ EuroClassic 149",5,14.99,4,4
"Calypso",1,15.64,4,4
"Selini",1,15.43,3,3
"MAZA",1,13.00,4,2
"Atalanta (D)",3,26.00,7,7
"Quebec",1,13.95,4,2
"Swedish Storm",2,15.84,4,5
"Latitude Adjustment",1,12.43,3,2
"MH 47",1,14.40,4,3
"Ebba",2,11.99,4,2
"Sun Odyssey 40/3/2",,12.19,3,2
"Sunsail 41/3/2",1,12.19,3,2
"Fanny",2,13.96,3,3
"SOUND OF SILENCE",1,11.75,3,1
"Senza cuore",1,12.15,3,2
"Fanny",2,13.96,3,3
"KALISPERA",1,11.20,3,1
"MH 13",1,14.40,4,2
"no name",2,13.96,6,4
"NOA",2,11.50,4,2
"Patagonia",1,11.82,3,2
"Roxani",1,13.70,4,2
"Cool Cat",2,11.97,4,4
"ARMIDE",2,13.96,4,4
"Noi Tre",1,11.48,3,1
"FANTASQUE",1,16.20,2,1
"Quick",1,16.46,3,5
"Ksenia",2,11.50,4,2
"RHEA",1,15.10,4,4
"Fata Frettolosa",1,17.15,5,5
"Fat Cat",2,12.37,3,2
"SWEETIE PIE",1,13.10,3,2
"SG3",1,11.30,3,1
"Felicità",1,11.50,3,2
"Petra M",1,11.40,3,1
"Opera",1,15.10,4,3
"ath3710",1,11.40,3,1
"Patroklos",1,15.80,5,5
"Rosana",1,12.00,3,2
"Biba",1,12.80,3,2
"ath44904",1,13.76,3,2
"Vuga",1,12.35,3,2
"Iorana",1,15.40,5,3
"ath5303",1,16.06,4,3
"Dedalos",1,14.30,4,2
"Moorings 5800 Crewed",,17.68,5,5
"PAULA",1,13.85,4,2
"Peachick",1,9.96,2,1
"Kumatos Anthos",1,11.99,3,1
"why not 8",1,11.99,3,2
"Blue Moon",2,11.43,4,2
"PASCAL",2,13.10,3,3
"ARALICA",1,13.75,3,2
"BLUE KITE",2,13.30,3,3
"Sunsail 32i/2/1",1,9.75,2,1
"El 37 - 06 - Vg",1,11.32,3,1
"Renate",1,14.73,4,3
"Figlio",1,15.40,5,3
"Waka Waka",1,9.99,2,1
"ORANGE PEARL",1,11.72,3,1
"Sunsail 33i",1,10.06,2,1
"Kupela",2,11.90,4,2
"Sunsail 34/2/1 Prem Plus",,10.36,2,1
"Nenita",1,10.30,2,1
"Lady Sabin",4,9.80,1,1
"Radja",1,11.82,3,2
"Fiji",1,14.85,4,2
"Azra Deniz",3,24.00,6,6
"Kush",1,10.75,3,1
"Rhea",1,10.85,2,1
"Vivace",1,12.34,3,1
"Kristina",1,13.34,4,2
"LETO",1,17.15,4,4
"MEDEA",1,14.33,4,3
"Sunsail 33i",1,10.06,2,1
"Sunsail 36i/3/1",1,10.97,3,1
"Filina",2,13.96,4,4
"Sunsail 33i",1,10.06,2,1
"Sunsail 38/3/1 Premier",,10.97,3,1
"Sunsail 33i",1,10.06,2,1
"Sunsail 33i",1,10.06,2,1
"White Pearl",1,10.59,2,1
"PHAEDRA",1,15.38,4,3
"Dubi",1,13.05,4,2
"Solange",2,13.96,4,4
"Bonjour Matelot",1,11.40,2,1
"s.y Ann",1,13.76,4,2
"La Belle",4,21.10,4,3
"LA BOHEME",2,12.00,4,4
"Earth Planet",1,13.34,4,2
"Accrewed Interest",1,13.75,3,3
"Laila Deniz",3,21.50,4,4
"Sunsail 36i/3/1",1,10.97,3,1
"Oceanis 50",1,15.10,4,3
"LADY K",2,11.73,3,3
"Nadine",4,7.50,2,1
"ARETHUSA",1,10.45,2,1
"Nafsika",1,13.70,4,2
"VORTEX",1,13.85,4,2
"Filippa",1,13.34,4,2
"RENI",1,9.72,2,1
"Fiona",1,13.76,3,2
"Taga",1,10.00,2,1
"BELLA MAMA",1,11.40,3,1
"La Brisa",1,13.95,3,2
"RHAPSODY",1,15.62,4,3
"ROZI V",2,11.93,6,4
"Sunsail 34/2/1 Prem Plus",,10.36,2,1
"Sunsail 41/3/2",1,12.19,3,2
"Margeo IV",1,15.40,5,3
"Ariel",1,12.00,3,1
"Solar",1,11.59,3,1
"Nymphea",1,16.70,4,4
"Alboran Tequila",2,11.60,4,2
"Sunsail 384/4/2",2,11.43,4,2
"ath49i04",1,15.07,4,4
"PEUT ETRE",2,12.00,4,2
"Sunsail 44i/4/2",1,13.41,4,2
"Ronika",1,11.47,3,1
"Sunsail 444",2,12.98,4,4
"Pegasus",1,11.20,3,1
"Atreides",1,11.10,3,1
"CS/EuroClassic 139",5,13.90,3,3
"PEPITO",1,9.66,2,1
"Southern Cross",1,10.39,2,1
